Raw Symbols
Total Count  : 65687
Total Size   : 5941252
Unattributed : 1219166
--------------------------------------
Sorted by Size
        Size Section/Type  Name                                                                                                                      Source
         224            2  Windows::AI::MachineLearning::Adapter::OpKernelInfoWrapper::`vftable'
         224            2  Windows::AI::MachineLearning::Adapter::OpNodeInfoWrapper<onnxruntime::ProtoHelperNodeContext,Microsoft::WRL::RuntimeClass<Microsoft::WRL::RuntimeClassFlags<2>,Microsoft::WRL::ChainInterfaces<IMLOperatorKernelCreationContextPrivate,IMLOperatorKernelCreationContext,Microsoft::WRL::Details::Nil,Microsoft::WRL::Details::Nil,Microsoft::WRL::Details::Nil,Microsoft::WRL::Details::Nil,Microsoft::WRL::Details::Nil,Microsoft::WRL::Details::Nil,Microsoft::WRL::Details::Nil,Microsoft::WRL::Details::Nil>,IMLOperatorTensorShapeDescription,IMLOperatorAttributes1>,onnxruntime::null_type>::`vftable'
         215           23  static  `SchemaHelpers::GetFields'::`1'::dtor$15()
         210           89  static  `SchemaHelpers::GetFields'::`1'::dtor$9()
         204          117  static  `SchemaHelpers::GetFields'::`1'::dtor$4()
         201           79  static  `SchemaHelpers::GetFields'::`1'::dtor$8()
         198           22  static  `SchemaHelpers::GetFields'::`1'::dtor$16()
         194           30  static  `SchemaHelpers::GetFields'::`1'::dtor$14()
         194           13  static  `SchemaHelpers::GetFields'::`1'::dtor$22()
         181            2  static onnxruntime::ml::NODE_MODE onnxruntime::ml::MakeTreeNodeMode(const class std::basic_string<char,std::char_traits<char>,std::allocator<char> > & const)
         177           14  static  `SchemaHelpers::GetFields'::`1'::dtor$21()
         168           84  Eigen::lastp1
         168           84  Eigen::placeholders::end
         156          120  static  `SchemaHelpers::GetFields'::`1'::dtor$3()
         156            3  static float onnxruntime::ml::ComputeProbit(float)
         147            2  static void wil::details::`dynamic atexit destructor for 'g_threadFailureCallbacks''()
         146           11  static  `SchemaHelpers::GetFields'::`1'::dtor$24()
         144          120  static  `SchemaHelpers::GetFields'::`1'::dtor$0()
         143            3  class std::optional<class std::vector<int,class std::allocator<int> > > __cdecl SchemaHelpers::ToOperatorFieldType(int const *,unsigned int)
         141           15  static  `SchemaHelpers::GetFields'::`1'::dtor$19()
         138            6  static  `SchemaHelpers::GetFields'::`1'::dtor$31()
         129           19  static  `SchemaHelpers::GetFields'::`1'::dtor$18()
         129           13  static  `SchemaHelpers::GetFields'::`1'::dtor$23()
         121            2  static onnxruntime::ml::POST_EVAL_TRANSFORM onnxruntime::ml::MakeTransform(const class std::basic_string<char,std::char_traits<char>,std::allocator<char> > & const)
         120          120  static  `SchemaHelpers::GetFields'::`1'::dtor$1()
         120            5  static  `SchemaHelpers::ToOperatorFieldType'::`1'::dtor$0()
         105            9  static  `SchemaHelpers::GetFields'::`1'::dtor$25()
         103            2  static void std::`dynamic atexit destructor for '_Fac_tidy_reg''()
         101            2  public: unsigned short * __cdecl onnxruntime::Initializer::data<unsigned short>(void)
          96           21  static  `SchemaHelpers::GetFields'::`1'::dtor$17()
          96            4  onnxruntime::supported_data_types
          91            2  static onnxruntime::ml::AGGREGATE_FUNCTION onnxruntime::ml::MakeAggregateFunction(const class std::basic_string<char,std::char_traits<char>,std::allocator<char> > & const)
          90            2  static  `SchemaHelpers::GetFields'::`1'::dtor$46()
          88            3  static float onnxruntime::ml::ComputeLogistic(float)
          81            8  static  `SchemaHelpers::GetFields'::`1'::dtor$27()
          81            4  static  `SchemaHelpers::GetFields'::`1'::dtor$33()
          80            2  Microsoft::WRL::RuntimeClass<Microsoft::WRL::RuntimeClassFlags<2>,IMLOperatorRegistry,IMLOperatorRegistryPrivate>::`vftable'
          80            2  Windows::AI::MachineLearning::Adapter::AbiCustomRegistry::`vftable'
          80            2  Windows::AI::MachineLearning::Adapter::AbiCustomRegistryImpl::`vftable'
          80            2  Windows::AI::MachineLearning::Adapter::OpKernelContextWrapper::`vftable'
          65            5  static  `SchemaHelpers::GetFields'::`1'::dtor$32()
          57            3  static  `onnxruntime::InferenceSession::InferenceSession'::`1'::dtor$10()
          57            3  static  `onnxruntime::InferenceSession::InferenceSession'::`1'::dtor$11()
          57            3  static  `onnxruntime::InferenceSession::InferenceSession'::`1'::dtor$12()
          57            3  static  `onnxruntime::InferenceSession::InferenceSession'::`1'::dtor$13()
          57            3  static  `onnxruntime::InferenceSession::InferenceSession'::`1'::dtor$14()
          57            3  static  `onnxruntime::InferenceSession::InferenceSession'::`1'::dtor$15()
          57            3  static  `onnxruntime::InferenceSession::InferenceSession'::`1'::dtor$16()
          57            3  static  `onnxruntime::InferenceSession::InferenceSession'::`1'::dtor$17()
          57            3  static  `onnxruntime::InferenceSession::InferenceSession'::`1'::dtor$21()
          57            3  static  `onnxruntime::InferenceSession::InferenceSession'::`1'::dtor$22()
          57            3  static  `onnxruntime::InferenceSession::InferenceSession'::`1'::dtor$23()
          57            3  static  `onnxruntime::InferenceSession::InferenceSession'::`1'::dtor$3()
          57            3  static  `onnxruntime::InferenceSession::InferenceSession'::`1'::dtor$4()
          57            3  static  `onnxruntime::InferenceSession::InferenceSession'::`1'::dtor$5()
          57            3  static  `onnxruntime::InferenceSession::InferenceSession'::`1'::dtor$6()
          57            3  static  `onnxruntime::InferenceSession::InferenceSession'::`1'::dtor$7()
          57            2  static  `onnxruntime::FunctionImpl::FunctionImpl'::`1'::dtor$5()
          56            2  MLOperatorKernel<Dml::DmlOperatorCast>::`vftable'
          56            2  MLOperatorKernel<Dml::DmlOperatorConcat>::`vftable'
          56            2  MLOperatorKernel<Dml::DmlOperatorConstantOfShape>::`vftable'
          56            2  MLOperatorKernel<Dml::DmlOperatorCopy>::`vftable'
          56            2  MLOperatorKernel<Dml::DmlOperatorCrop>::`vftable'
          56            2  MLOperatorKernel<Dml::DmlOperatorElementwiseBinaryLoop<DML_ELEMENT_WISE_MIN_OPERATOR_DESC> >::`vftable'
          56            2  MLOperatorKernel<Dml::DmlOperatorElementwiseMean>::`vftable'
          56            2  MLOperatorKernel<Dml::DmlOperatorElementwiseMod>::`vftable'
          56            2  MLOperatorKernel<Dml::DmlOperatorGemm>::`vftable'
          56            2  MLOperatorKernel<Dml::DmlOperatorMaxUnpool>::`vftable'
          56            2  MLOperatorKernel<Dml::DmlOperatorMemcpy>::`vftable'
          56            2  MLOperatorKernel<Dml::DmlOperatorOneHot>::`vftable'
          56            2  MLOperatorKernel<Dml::DmlOperatorPaddingTemplate<11> >::`vftable'
          56            2  MLOperatorKernel<Dml::DmlOperatorPoolingTemplate<110,0> >::`vftable'
          56            2  MLOperatorKernel<Dml::DmlOperatorQLinearConv>::`vftable'
          56            2  MLOperatorKernel<Dml::DmlOperatorRange>::`vftable'
          56            2  MLOperatorKernel<Dml::DmlOperatorRecurrentNeuralNetwork>::`vftable'
          56            2  MLOperatorKernel<Dml::DmlOperatorReduceTemplate<0> >::`vftable'
          56            2  MLOperatorKernel<Dml::DmlOperatorResizeTemplate<11> >::`vftable'
          56            2  MLOperatorKernel<Dml::DmlOperatorSpaceToDepth>::`vftable'
          56            2  MLOperatorKernel<Dml::DmlOperatorSplit>::`vftable'
          56            2  MLOperatorKernel<Dml::DmlOperatorTile>::`vftable'
          56            2  MLOperatorKernel<Dml::DmlOperatorTopKTemplate<10> >::`vftable'
          56            2  MLOperatorKernel<Dml::DmlOperatorTranspose>::`vftable'
          54            4  static  `onnxruntime::`dynamic initializer for 'supported_data_types'''::`1'::dtor$3()
          54            3  static  `onnx::OpSchema::OpSchema'::`1'::dtor$5()
          50            2  static  `onnxruntime::Path::Parse'::`1'::dtor$0()
          48            3  static  `onnxruntime::InferenceSession::InferenceSession'::`1'::dtor$0()
          48            3  static  `onnxruntime::InferenceSession::InferenceSession'::`1'::dtor$1()
          48            3  static  `onnxruntime::InferenceSession::InferenceSession'::`1'::dtor$2()
          45            3  static  `SchemaHelpers::GetFields'::`1'::dtor$38()
          45            2  static  `onnxruntime::Model::Model'::`1'::dtor$16()
          44            2  static  `onnxruntime::Model::Model'::`1'::dtor$12()
          44            2  static  `onnxruntime::Model::Model'::`1'::dtor$13()
          42            2  static  `onnxruntime::`dynamic initializer for 'supported_data_types'''::`1'::dtor$2()
          41            2  static  `onnxruntime::Model::Load'::`1'::dtor$1()
          38            5  static  `onnx::MakeAttribute'::`1'::dtor$0()
          38            3  static  `onnx::OpSchema::OpSchema'::`1'::dtor$4()
          38            3  static  `onnx::OpSchema::OpSchema'::`1'::dtor$6()
          38            3  static  `onnx::OpSchema::OpSchema'::`1'::dtor$7()
          38            3  static  `onnxruntime::InferenceSession::InferenceSession'::`1'::dtor$18()
          38            3  static  `onnxruntime::InferenceSession::InferenceSession'::`1'::dtor$20()
          38            3  static  `onnxruntime::InferenceSession::InferenceSession'::`1'::dtor$8()
          38            3  static  `onnxruntime::InferenceSession::InferenceSession'::`1'::dtor$9()
          38            2  static  `onnx::GraphProto::GraphProto'::`1'::dtor$7()
          38            2  static  `onnx::GraphProto::GraphProto'::`1'::dtor$8()
          38            2  static  `onnx::OpSchema::OpSchema'::`1'::dtor$12()
          38            2  static  `onnx::TensorProto::TensorProto'::`1'::dtor$7()
          38            2  static  `onnx::TensorProto::TensorProto'::`1'::dtor$8()
          38            2  static  `onnx::TensorProto::TensorProto'::`1'::dtor$9()
          38            2  static  `onnx::ToTensor<float>'::`1'::dtor$0()
          38            2  static  `onnxruntime::graph_utils::GetNodeOutputEdges'::`1'::dtor$0()
          38            2  static  `onnxruntime::Initializer::Initializer'::`1'::dtor$5()
          38            2  static  `onnxruntime::Initializer::Initializer'::`1'::dtor$6()
          38            2  static  `onnxruntime::Initializer::Initializer'::`1'::dtor$7()
          38            2  static  `onnxruntime::Model::Model'::`1'::dtor$1()
          38            2  static  `onnxruntime::Model::Model'::`1'::dtor$2()
          38            2  static  `onnxruntime::Model::Model'::`1'::dtor$3()
          36            8  static  `SchemaHelpers::GetFields'::`1'::dtor$26()
          36            6  static  `SchemaHelpers::GetFields'::`1'::dtor$29()
          36            4  static  `SchemaHelpers::GetFields'::`1'::dtor$34()
          36            3  static  `SchemaHelpers::GetFields'::`1'::dtor$30()
          35            2  public: virtual class onnxruntime::common::Status __cdecl onnxruntime::IExecutionProvider::Compile(class std::vector<class onnxruntime::Node *,class std::allocator<class onnxruntime::Node *> > const &,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > &)
          32            4  onnxruntime::supported_data_types$initializer$
          32            3  static  `std::unordered_map<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,onnx::AttributeProto,std::hash<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::equal_to<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::allocator<std::pair<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const ,onnx::AttributeProto> > >::unordered_map<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,onnx::AttributeProto,std::hash<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::equal_to<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::allocator<std::pair<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const ,onnx::AttributeProto> > >'::`1'::dtor$1()
          32            2  static  `onnx::FunctionProto::FunctionProto'::`1'::dtor$2()
          32            2  static  `onnx::FunctionProto::FunctionProto'::`1'::dtor$3()
          32            2  static  `onnx::FunctionProto::FunctionProto'::`1'::dtor$4()
          32            2  static  `onnx::FunctionProto::FunctionProto'::`1'::dtor$5()
          32            2  static  `onnx::FunctionProto::FunctionProto'::`1'::dtor$6()
          32            2  static  `onnx::NodeProto::NodeProto'::`1'::dtor$4()
          32            2  static  `onnx::TensorProto::TensorProto'::`1'::dtor$2()
          32            2  static  `onnx::TensorProto::TensorProto'::`1'::dtor$3()
          32            2  static  `onnx::TensorProto::TensorProto'::`1'::dtor$4()
          32            2  static  `onnx::TensorProto::TensorProto'::`1'::dtor$5()
          32            2  static  `onnx::TensorProto::TensorProto'::`1'::dtor$6()
          32            2  static  `onnxruntime::FunctionImpl::FunctionImpl'::`1'::dtor$1()
          32            2  static  `onnxruntime::Initializer::Initializer'::`1'::dtor$1()
          32            2  static  `onnxruntime::Initializer::Initializer'::`1'::dtor$2()
          32            2  static  `onnxruntime::Initializer::Initializer'::`1'::dtor$3()
          32            2  static  `onnxruntime::Initializer::Initializer'::`1'::dtor$4()
          32            2  static  `onnxruntime::Model::Model'::`1'::dtor$9()
          32            2  static  `onnxruntime::OnnxRuntimeException::OnnxRuntimeException'::`1'::dtor$1()
          32            2  static  `onnxruntime::OnnxRuntimeException::OnnxRuntimeException'::`1'::dtor$2()
          32            2  static  `onnxruntime::SessionOptions::SessionOptions'::`1'::dtor$0()
          31            2  static  `onnxruntime::FunctionImpl::FunctionImpl'::`1'::dtor$8()
          28            2  static  `onnxruntime::FunctionImpl::FunctionImpl'::`1'::dtor$0()
          28            2  static  `onnxruntime::FunctionImpl::FunctionImpl'::`1'::dtor$2()
          28            2  static  `onnxruntime::FunctionImpl::FunctionImpl'::`1'::dtor$33()
          28            2  static  `onnxruntime::FunctionImpl::FunctionImpl'::`1'::dtor$61()
          28            2  static  `onnxruntime::FunctionImpl::FunctionImpl'::`1'::dtor$62()
          28            2  static  `onnxruntime::FunctionImpl::FunctionImpl'::`1'::dtor$7()
          28            2  static  `onnxruntime::FunctionImpl::FunctionImpl'::`1'::dtor$71()
          27            2  public: virtual class onnxruntime::common::Status __cdecl Dml::DataTransfer::CopyTensor(class onnxruntime::Tensor const &,class onnxruntime::Tensor &)const
          24           12  static  `onnx::OpSchema::Attr'::`1'::dtor$0()
          24            8  static  `onnx::OpSchema::Attr'::`1'::dtor$1()
          24            7  static  `onnx::OpSchema::Attr'::`1'::dtor$2()
          24            4  static  `SchemaHelpers::GetFields'::`1'::dtor$28()
          24            3  static  `onnxruntime::common::Status::Status'::`1'::dtor$0()
          24            3  static  `onnxruntime::Graph::Graph'::`1'::dtor$0()
          24            3  static  `SchemaHelpers::GetFields'::`1'::dtor$35()
          24            3  static  `SchemaHelpers::GetFields'::`1'::dtor$36()
          24            2  static  `nlohmann::basic_json<std::map,std::vector,std::basic_string<char,std::char_traits<char>,std::allocator<char> >,bool,__int64,unsigned __int64,double,std::allocator,nlohmann::adl_serializer>::basic_json<std::map,std::vector,std::basic_string<char,std::char_traits<char>,std::allocator<char> >,bool,__int64,unsigned __int64,double,std::allocator,nlohmann::adl_serializer>'::`1'::dtor$4()
          24            2  static  `onnx::OpSchema::Output'::`1'::dtor$0()
          24            2  static  `onnxruntime::FunctionImpl::FunctionImpl'::`1'::dtor$15()
          24            2  static  `onnxruntime::FunctionImpl::FunctionImpl'::`1'::dtor$20()
          24            2  static  `onnxruntime::FunctionImpl::FunctionImpl'::`1'::dtor$3()
          24            2  static  `onnxruntime::FunctionImpl::FunctionImpl'::`1'::dtor$40()
          24            2  static  `onnxruntime::FunctionImpl::FunctionImpl'::`1'::dtor$41()
          24            2  static  `onnxruntime::FunctionImpl::FunctionImpl'::`1'::dtor$51()
          24            2  static  `onnxruntime::Graph::AddNode'::`1'::dtor$2()
          24            2  static  `onnxruntime::Graph::ReverseDFSFrom'::`1'::dtor$0()
          24            2  static  `onnxruntime::Model::Model'::`1'::dtor$0()
          24            2  static  `onnxruntime::Model::Model'::`1'::dtor$10()
          24            2  static  `onnxruntime::OnnxRuntimeException::OnnxRuntimeException'::`1'::dtor$4()
          24            2  static  `std::vector<onnx::FunctionBodyHelper::AttributeProtoWrapper,std::allocator<onnx::FunctionBodyHelper::AttributeProtoWrapper> >::vector<onnx::FunctionBodyHelper::AttributeProtoWrapper,std::allocator<onnx::FunctionBodyHelper::AttributeProtoWrapper> >'::`1'::dtor$0()
          24            2  static  `std::vector<OperatorHelper::EdgeShapes,std::allocator<OperatorHelper::EdgeShapes> >::vector<OperatorHelper::EdgeShapes,std::allocator<OperatorHelper::EdgeShapes> >'::`1'::dtor$0()
          24            2  static  `std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >'::`1'::dtor$0()
          19            2  static  `onnx::AttributeProto::AttributeProto'::`1'::dtor$7()
          19            2  static  `onnx::OpSchema::OpSchema'::`1'::dtor$8()
          19            2  static  `onnx::OpSchema::OpSchema'::`1'::dtor$9()
          16            2  onnxruntime::profiling::event_categor_names_
          16            2  static  `onnx::AttributeProto::AttributeProto'::`1'::dtor$2()
          16            2  static  `onnx::AttributeProto::AttributeProto'::`1'::dtor$3()
          16            2  static  `onnx::AttributeProto::AttributeProto'::`1'::dtor$4()
          16            2  static  `onnx::AttributeProto::AttributeProto'::`1'::dtor$5()
          16            2  static  `onnx::AttributeProto::AttributeProto'::`1'::dtor$6()
          16            2  static  `onnx::FunctionBodyHelper::NodeDef::NodeDef'::`1'::dtor$1()
          16            2  static  `onnx::FunctionProto::FunctionProto'::`1'::dtor$1()
          16            2  static  `onnx::GraphProto::GraphProto'::`1'::dtor$2()
          16            2  static  `onnx::GraphProto::GraphProto'::`1'::dtor$3()
          16            2  static  `onnx::ModelProto::ModelProto'::`1'::dtor$2()
          16            2  static  `onnx::ModelProto::ModelProto'::`1'::dtor$3()
          16            2  static  `onnx::ModelProto::ModelProto'::`1'::dtor$4()
          16            2  static  `onnx::ModelProto::ModelProto'::`1'::dtor$5()
          16            2  static  `onnx::OpSchema::Attr'::`1'::dtor$10()
          16            2  static  `onnx::OpSchema::FormalParameter::FormalParameter'::`1'::dtor$1()
          16            2  static  `onnx::OpSchema::OpSchema'::`1'::dtor$21()
          16            2  static  `onnx::TypeProto::TypeProto'::`1'::dtor$1()
          16            2  static  `onnx::TypeProto_Map::TypeProto_Map'::`1'::dtor$1()
          16            2  static  `onnxruntime::NodeIndexInfo::NodeIndexInfo'::`1'::dtor$1()
          16            2  static  `onnxruntime::OnnxRuntimeException::OnnxRuntimeException'::`1'::dtor$5()
          16            2  static  `onnxruntime::Tensor::Tensor'::`1'::dtor$1()
          16            2  static  `onnxruntime::Tensor::Tensor'::`1'::dtor$2()
          16            2  static  `re2::SparseArray<int>::SparseArray<int>'::`1'::dtor$0()
          16            2  static  `std::unordered_set<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const *,std::hash<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const *>,std::equal_to<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const *>,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const *> >::unordered_set<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const *,std::hash<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const *>,std::equal_to<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const *>,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const *> >'::`1'::dtor$1()
          12            5  static  `onnxruntime::Node::AddAttribute'::`1'::dtor$0()
          12            2  static  `Dml::ExecutionProviderImpl::CopyTensor'::`1'::dtor$0()
          12            2  static  `Dml::ReadbackHeap::ReadbackFromGpu'::`1'::dtor$0()
          12            2  static  `nlohmann::basic_json<std::map,std::vector,std::basic_string<char,std::char_traits<char>,std::allocator<char> >,bool,__int64,unsigned __int64,double,std::allocator,nlohmann::adl_serializer>::basic_json<std::map,std::vector,std::basic_string<char,std::char_traits<char>,std::allocator<char> >,bool,__int64,unsigned __int64,double,std::allocator,nlohmann::adl_serializer>'::`1'::dtor$0()
          12            2  static  `onnx::FunctionBodyHelper::NodeDef::NodeDef'::`1'::dtor$0()
          12            2  static  `onnx::FunctionProto::FunctionProto'::`1'::dtor$0()
          12            2  static  `onnx::OpSchema::Output'::`1'::dtor$1()
          12            2  static  `onnx::OpSchema::TypeConstraint'::`1'::dtor$3()
          12            2  static  `onnx::shape_inference::checkShapesAndTypes'::`1'::dtor$0()
          12            2  static  `onnx::shape_inference::checkShapesAndTypes'::`1'::dtor$1()
          12            2  static  `onnx::TypeProto::TypeProto'::`1'::dtor$0()
          12            2  static  `onnx::TypeProto_Map::TypeProto_Map'::`1'::dtor$0()
          12            2  static  `onnx::Utils::DataTypeUtils::ToType'::`1'::dtor$0()
          12            2  static  `onnxruntime::`anonymous namespace'::WindowsEnv::CreateFolder'::`1'::dtor$0()
          12            2  static  `onnxruntime::FuncManager::AddFuncInfo'::`1'::dtor$7()
          12            2  static  `onnxruntime::FunctionImpl::FunctionImpl'::`1'::dtor$16()
          12            2  static  `onnxruntime::FunctionImpl::FunctionImpl'::`1'::dtor$18()
          12            2  static  `onnxruntime::FunctionImpl::FunctionImpl'::`1'::dtor$26()
          12            2  static  `onnxruntime::FunctionImpl::FunctionImpl'::`1'::dtor$29()
          12            2  static  `onnxruntime::FunctionImpl::FunctionImpl'::`1'::dtor$6()
          12            2  static  `onnxruntime::graph_utils::GetNodeOutputEdges'::`1'::dtor$1()
          12            2  static  `onnxruntime::InferenceSession::Run'::`1'::dtor$0()
          12            2  static  `onnxruntime::KernelRegistry::Register'::`1'::dtor$3()
          12            2  static  `onnxruntime::Model::Model'::`1'::dtor$6()
          12            2  static  `onnxruntime::Model::Model'::`1'::dtor$8()
          12            2  static  `onnxruntime::NodeIndexInfo::NodeIndexInfo'::`1'::dtor$0()
          12            2  static  `onnxruntime::OnnxRuntimeException::OnnxRuntimeException'::`1'::dtor$0()
          12            2  static  `onnxruntime::Path::Parse'::`1'::dtor$1()
          12            2  static  `onnxruntime::SliceBase::PrepareForCompute'::`1'::dtor$1()
          12            2  static  `SchemaHelpers::GetFields'::`1'::dtor$39()
          12            2  static  `SchemaHelpers::GetFields'::`1'::dtor$40()
          12            2  static  `SchemaHelpers::GetFields'::`1'::dtor$42()
          12            2  static  `std::operator<<<std::char_traits<char> >'::`1'::dtor$0()
          12            2  static  `std::operator<<<wchar_t,std::char_traits<wchar_t> >'::`1'::dtor$0()
          12            2  static  `std::operator<<<wchar_t,std::char_traits<wchar_t> >'::`1'::dtor$1()
          10            2  bool __cdecl onnxruntime::data_types_internal::IsCompatible(class onnx::TypeProto_SparseTensor const &,class onnx::TypeProto_SparseTensor const &)
           8            8  $xdatasym
           8            2  _2il0floatpacket$0
           8            2  _2il0floatpacket$6
           8            2  _2il0floatpacket$7
           8            2  _2il0floatpacket$8
           8            2  onnxruntime::contrib::kDefaultEmbedLayerNormEpsilon
           8            2  onnxruntime::contrib::kDefaultSkipLayerNormEpsilon
           8            2  public: class onnxruntime::Graph & __cdecl onnxruntime::Model::MainGraph(void)
           5            2  void __cdecl operator delete(void *,struct std::nothrow_t const &)
           0            4  static  `onnx::OpSchema::OpSchema'::`1'::dtor$0()
           0            4  static  `onnxruntime::`dynamic initializer for 'supported_data_types'''::`1'::dtor$0()
           0            3  static  `onnx::OpSchema::OpSchema'::`1'::dtor$1()
           0            3  static  `onnx::OpSchema::OpSchema'::`1'::dtor$2()
           0            3  static  `onnx::OpSchema::OpSchema'::`1'::dtor$3()
           0            3  static  `onnxruntime::CodeLocation::CodeLocation'::`1'::dtor$0()
           0            3  static  `onnxruntime::InferenceSession::InferenceSession'::`1'::dtor$19()
           0            3  static  `onnxruntime::InferenceSession::Load'::`1'::dtor$0()
           0            3  static  `onnxruntime::KernelDefBuilder::TypeConstraint'::`1'::dtor$0()
           0            3  static  `std::unordered_map<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,onnx::AttributeProto,std::hash<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::equal_to<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::allocator<std::pair<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const ,onnx::AttributeProto> > >::unordered_map<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,onnx::AttributeProto,std::hash<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::equal_to<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::allocator<std::pair<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const ,onnx::AttributeProto> > >'::`1'::dtor$2()
           0            2  public: __int64 * __cdecl onnxruntime::Initializer::data<__int64>(void)
           0            2  public: double * __cdecl onnxruntime::Initializer::data<double>(void)
           0            2  public: float * __cdecl onnxruntime::Initializer::data<float>(void)
           0            2  public: int * __cdecl onnxruntime::Initializer::data<int>(void)
           0            2  static  `CreateTensorImpl'::`1'::dtor$0()
           0            2  static  `CreateTensorImpl'::`1'::dtor$3()
           0            2  static  `google::protobuf::FatalException::FatalException'::`1'::dtor$0()
           0            2  static  `onnx::AttributeProto::AttributeProto'::`1'::dtor$0()
           0            2  static  `onnx::AttributeProto::AttributeProto'::`1'::dtor$1()
           0            2  static  `onnx::GraphProto::GraphProto'::`1'::dtor$0()
           0            2  static  `onnx::GraphProto::GraphProto'::`1'::dtor$1()
           0            2  static  `onnx::GraphProto::GraphProto'::`1'::dtor$4()
           0            2  static  `onnx::GraphProto::GraphProto'::`1'::dtor$5()
           0            2  static  `onnx::GraphProto::GraphProto'::`1'::dtor$6()
           0            2  static  `onnx::ModelProto::ModelProto'::`1'::dtor$0()
           0            2  static  `onnx::ModelProto::ModelProto'::`1'::dtor$1()
           0            2  static  `onnx::NodeProto::NodeProto'::`1'::dtor$0()
           0            2  static  `onnx::NodeProto::NodeProto'::`1'::dtor$1()
           0            2  static  `onnx::NodeProto::NodeProto'::`1'::dtor$2()
           0            2  static  `onnx::NodeProto::NodeProto'::`1'::dtor$3()
           0            2  static  `onnx::operator<<'::`1'::dtor$0()
           0            2  static  `onnx::operator<<'::`1'::dtor$1()
           0            2  static  `onnx::OpSchema::Attr'::`1'::dtor$8()
           0            2  static  `onnx::OpSchema::Attr'::`1'::dtor$9()
           0            2  static  `onnx::OpSchema::FormalParameter::FormalParameter'::`1'::dtor$0()
           0            2  static  `onnx::OpSchema::FormalParameter::FormalParameter'::`1'::dtor$2()
           0            2  static  `onnx::OpSchema::Input'::`1'::dtor$0()
           0            2  static  `onnx::OpSchema::Input'::`1'::dtor$1()
           0            2  static  `onnx::OpSchema::OpSchema'::`1'::dtor$10()
           0            2  static  `onnx::OpSchema::OpSchema'::`1'::dtor$11()
           0            2  static  `onnx::OpSchema::OpSchema'::`1'::dtor$20()
           0            2  static  `onnx::OpSchema::TypeConstraint'::`1'::dtor$0()
           0            2  static  `onnx::OpSchema::TypeConstraint'::`1'::dtor$1()
           0            2  static  `onnx::OpSchema::TypeConstraint'::`1'::dtor$2()
           0            2  static  `onnx::shape_inference::checkShapesAndTypes'::`1'::dtor$2()
           0            2  static  `onnx::shape_inference::checkShapesAndTypes'::`1'::dtor$3()
           0            2  static  `onnx::SparseTensorProto::SparseTensorProto'::`1'::dtor$0()
           0            2  static  `onnx::SparseTensorProto::SparseTensorProto'::`1'::dtor$1()
           0            2  static  `onnx::SparseTensorProto::SparseTensorProto'::`1'::dtor$2()
           0            2  static  `onnx::StringStringEntryProto::StringStringEntryProto'::`1'::dtor$0()
           0            2  static  `onnx::StringStringEntryProto::StringStringEntryProto'::`1'::dtor$1()
           0            2  static  `onnx::TensorProto::TensorProto'::`1'::dtor$0()
           0            2  static  `onnx::TensorProto::TensorProto'::`1'::dtor$1()
           0            2  static  `onnx::TensorShapeProto::TensorShapeProto'::`1'::dtor$0()
           0            2  static  `onnx::TensorShapeProto::TensorShapeProto'::`1'::dtor$1()
           0            2  static  `onnx::TensorShapeProto::TensorShapeProto'::`1'::dtor$2()
           0            2  static  `onnx::TensorShapeProto_Dimension::TensorShapeProto_Dimension'::`1'::dtor$0()
           0            2  static  `onnx::TensorShapeProto_Dimension::TensorShapeProto_Dimension'::`1'::dtor$1()
           0            2  static  `onnx::TypeProto_Sequence::TypeProto_Sequence'::`1'::dtor$0()
