Raw Symbols
Total Count  : 21842
Total Size   : 1073672
Unattributed : 175711
--------------------------------------
Sorted by Size
        Size Section/Type  Name                                                                                                                      Source
          18           37  [thunk]:winrt::implements<T>::AddRef`adjustor{8}'
          18           37  [thunk]:winrt::implements<T>::QueryInterface`adjustor{8}'
          18           37  [thunk]:winrt::implements<T>::Release`adjustor{8}'
           0           37  public: __cdecl winrt::Windows::Foundation::Collections::IIterator<T>::~IIterator<T>(void)
           0           37  struct _winml::ILotusValueProviderPrivate * __cdecl winrt::to_abi<T>(struct winrt::impl::producer<T> const *)
           0           37  void * __cdecl winrt::impl::detach_from<T>(struct winrt::Windows::Foundation::Collections::IIterator<T> &&)
        2088           36  struct winrt::Windows::Foundation::Collections::IIterable<T> __cdecl winrt::impl::try_as<T>(struct winrt::impl::abi<T>::type *)
         876           36  public: virtual int __cdecl winrt::impl::produce<T>::IndexOf(void *,unsigned int *,bool *)
         830           36  public: virtual int __cdecl winrt::impl::produce<T>::GetAt(unsigned int,void * *)
         776           36  public: virtual int __cdecl winrt::impl::produce<T>::GetMany(unsigned int,unsigned int,void * *,unsigned int *)
           0           36  public: __cdecl winrt::Windows::Foundation::Collections::IIterable<T>::~IIterable<T>(void)
          12           34  static  `winrt::impl::as<T>'...'::dtor$1()
         301           31  public: virtual void * __cdecl std::_Ref_count_obj2<T>::`scalar deleting destructor'
          63           31  private: virtual void __cdecl std::_Ref_count_obj2<T>::_Destroy(void)
          25           31  private: virtual void __cdecl std::_Ref_count_obj2<T>::_Delete_this(void)
        5864           28  struct winrt::Windows::Foundation::Collections::IVector<T> __cdecl winrt::make<T>(class std::vector<T> &&)
        5432           28  struct winrt::impl::abi<T>::type * __cdecl winrt::impl::find_iid<T>(struct winrt::impl::input_vector<T> const *,struct winrt::guid const &)
        5189           28  struct winrt::Windows::Foundation::Collections::IIterator<T> winrt::make<T>(struct winrt::impl::input_vector<T> * *)
        2661           28  public: virtual int __cdecl winrt::impl::produce<T>::GetMany(unsigned int,void * *,unsigned int *)
        2360           28  public: virtual int __cdecl winrt::impl::produce<T>::get_Current(void * *)
        1568           28  winrt::impl::input_vector<T>::`vftable'
        1271           28  public: virtual int __cdecl winrt::impl::produce<T>::RemoveAt(unsigned int)
         953           28  public: virtual int __cdecl winrt::impl::produce<T>::RemoveAtEnd(void)
         738           28  public: virtual void * __cdecl winrt::impl::input_vector<T>::`scalar deleting destructor'
         644           28  struct winrt::Windows::Foundation::Collections::IVector<T> __cdecl winrt::single_threaded_vector<T>(class std::vector<T> &&)
           8           28  bool __cdecl std::operator==<T>(class std::shared_ptr<T> const &,std::nullptr_t)
           0           28  public: __cdecl winrt::Windows::Foundation::Collections::IVector<T>::~IVector<T>(void)
           0           28  public: __cdecl winrt::Windows::Foundation::Collections::IVectorView<T>::~IVectorView<T>(void)
           0           28  static  `winrt::impl::produce<T>::GetAt'...'::catch$8()
           0           28  static  `winrt::impl::produce<T>::InsertAt'...'::catch$0()
           0           28  static  `winrt::impl::produce<T>::ReplaceAll'...'::catch$0()
           0           28  static  `winrt::impl::produce<T>::SetAt'...'::catch$0()
           0           28  struct winrt::impl::abi<T>::type * __cdecl winrt::impl::find_inspectable<T>(struct winrt::impl::input_vector<T> const *)
           0           28  void * __cdecl winrt::impl::detach_from<T>(struct winrt::Windows::Foundation::Collections::IVectorView<T> &&)
        1566           27  struct winrt::Windows::Foundation::Collections::IVector<T> __cdecl winrt::impl::try_as<T>(struct winrt::impl::abi<T>::type *)
        1566           27  struct winrt::Windows::Foundation::Collections::IVectorView<T> __cdecl winrt::impl::try_as<T>(struct winrt::impl::abi<T>::type *)
         147           27  struct winrt::Windows::Foundation::Collections::IIterator<T> __cdecl winrt::impl::begin<T>(struct winrt::Windows::Foundation::Collections::IIterable<T> const &)
           0           27  struct winrt::Windows::Foundation::Collections::IIterator<T> __cdecl winrt::impl::end<T>(struct winrt::Windows::Foundation::Collections::IIterable<T> const &)
          32           25  static  `winrt::make<T>'...'::dtor$9()
          28           25  static  `winrt::make<T>'...'::dtor$8()
          20           24  bool __cdecl winrt::operator==<T>(struct winrt::com_ptr<T> const &,std::nullptr_t)
          12           24  static  `std::_Construct_in_place<T>'...'::dtor$5()
           0           24  public: virtual __cdecl winrt::implements<T>::~implements<T>(void)
        1064           21  _winml::TensorBase<T>::`vftable'
         276           21  static struct winrt::hstring _winml::Strings::HStringFromUTF8(const char *, unsigned __int64)
          12           21  static  `_winml::Strings::HStringFromUTF8'...'::dtor$1()
           0           21  static  `_winml::Strings::HStringFromUTF8'...'::dtor$3()
         158           20  static struct winrt::hstring _winml::Strings::HStringFromUTF8(const char *)
          44           20  static  `winrt::impl::produce<T>::GetMany'...'::catch$0()
          38           20  static  `_winml::Strings::HStringFromUTF8'...'::dtor$0()
          16           20  bool __cdecl winrt::operator!=<T>(struct winrt::com_ptr<T> const &,std::nullptr_t)
           0           20  static  `winrt::impl::produce<T>::GetAt'...'::catch$0()
        2692           19  struct winrt::Windows::Foundation::IActivationFactory __cdecl winrt::impl::make_factory<T>(void)
         993           19  public: int __cdecl winrt::impl::root_implements<T>::QueryInterface(struct winrt::guid const &,void * *)
         437           19  struct winrt::Windows::Foundation::IActivationFactory __cdecl winrt::make<T>(void)
         275           19  public: __cdecl winrt::impl::com_array_proxy<T>::~com_array_proxy<T>(void)
         174           19  public: virtual int __cdecl winrt::impl::produce<T>::ActivateInstance(void * *)
          22           19  struct std::pair<T> __cdecl winrt::detach_abi<T>(struct winrt::com_array<T> &)
           0           19  static  `winrt::impl::make_factory<T>'...'::dtor$0()
         324           18  public: virtual int __cdecl winrt::impl::produce<T>::SetAt(unsigned int,void *)
         267           18  public: virtual int __cdecl winrt::impl::produce<T>::Append(void *)
         168           18  public: virtual int __cdecl winrt::impl::produce<T>::ReplaceAll(unsigned int,void * *)
         106           18  public: virtual int __cdecl winrt::impl::produce<T>::InsertAt(unsigned int,void *)
          44           18  static  `winrt::impl::produce<T>::ActivateInstance'...'::catch$2()
           0           18  static  `winrt::impl::produce<T>::get_Kind'...'::catch$0()
         110           17  public: virtual int __cdecl winrt::impl::produce<T>::Close(void)
          41           17  public: __cdecl Microsoft::WRL::ComPtr<T>::~ComPtr<T>(void)
           0           17  static  `winrt::impl::consume_IIterable<T>::First'...'::dtor$1()
           0           17  void * * __cdecl winrt::put_abi<T>(struct winrt::com_ptr<T> &)
          74           16  static  `winrt::make<T>'...'::dtor$2()
           0           16  void std::_Construct_in_place<T>(struct std::_Tree_node<T> * & const, struct std::_Tree_node<T> * & const)
       23894           15  public: virtual long __cdecl _winml::SequenceBase<T>::GetValue(struct _winml::BindingContext &,struct _winml::IValue * *)
       14865           15  public: virtual long __cdecl _winml::SequenceBase<T>::UpdateSourceResourceData(struct _winml::BindingContext &,struct _winml::IValue *)
        3101           15  public: void __cdecl _winml::SequenceBase<T>::GetElementDescriptor<T>(struct winrt::Microsoft::AI::MachineLearning::ILearningModelFeatureDescriptor *)
        2055           15  struct winrt::Microsoft::AI::MachineLearning::ILearningModelFeatureValue winrt::make<T>(struct winrt::Windows::Foundation::Collections::IVector<T> & const)
        1605           15  struct winrt::Microsoft::AI::MachineLearning::ILearningModelFeatureValue winrt::make<T>(const struct winrt::Windows::Foundation::Collections::IIterable<T> & const)
        1395           15  struct winrt::Windows::Foundation::Collections::IVector<T> __cdecl winrt::impl::as<T>(struct winrt::impl::abi<T>::type *)
         660           15  public: virtual long __cdecl _winml::SequenceBase<T>::get_ElementDescriptor(struct winrt::Microsoft::AI::MachineLearning::ILearningModelFeatureDescriptor *)
         177           15  struct winrt::impl::abi<T>::type * __cdecl winrt::impl::find_iid<T>(struct _winml::SequenceBase<T> const *,struct winrt::guid const &)
         141           15  public: class std::shared_ptr<T> & __cdecl std::shared_ptr<T>::operator=(class std::shared_ptr<T> &&)
         100           15  void std::_Alloc_construct_ptr<T>::~_Alloc_construct_ptr<T>()
          78           15  public: virtual void * __cdecl _winml::SequenceBase<T>::`scalar deleting destructor'
          42           15  public: virtual long __cdecl _winml::SequenceBase<T>::IsPlaceholder(bool *)
           0           15  [thunk]:_winml::SequenceBase<T>::`vector deleting destructor'
           0           15  public: virtual long __cdecl _winml::SequenceBase<T>::AbiRepresentation(struct winrt::Windows::Foundation::IInspectable &)
           0           15  struct _winml::ISequenceFeatureValue * __cdecl winrt::to_abi<T>(struct winrt::impl::producer<T> const *)
           0           15  struct winrt::impl::abi<T>::type * __cdecl winrt::impl::find_inspectable<T>(struct _winml::SequenceBase<T> const *)
         843           14  public: virtual int __cdecl winrt::impl::produce<T>::get_Capacity(unsigned int *)
         540           14  public: virtual int __cdecl winrt::impl::produce<T>::get_TensorKind(enum winrt::Microsoft::AI::MachineLearning::TensorKind *)
         164           14  public: virtual int __cdecl winrt::impl::produce<T>::get_Shape(void * *)
          50           14  static  `winrt::impl::produce<T>::GetMany'...'::catch$6()
          32           14  static  `_winml::TensorBase<T>::TensorBase<T>'...'::dtor$1()
          32           14  static  `_winml::TensorBase<T>::TensorBase<T>'...'::dtor$2()
          32           14  static  `_winml::TensorBase<T>::TensorBase<T>'...'::dtor$3()
          24           14  static  `_winml::TensorBase<T>::TensorBase<T>'...'::dtor$0()
           8           14  bool __cdecl std::operator!=<T>(class std::shared_ptr<T> const &,std::nullptr_t)
           7           14  void std::_Construct_in_place<T>(struct std::_List_node<T> * & const, struct std::_List_node<T> * & const)
           0           14  static  `_winml::TensorBase<T>::TensorBase<T>'...'::dtor$4()
           0           14  static  `winrt::impl::produce<T>::Append'...'::catch$3()
           0           14  static  `winrt::impl::produce<T>::Close'...'::catch$0()
           0           14  static  `winrt::impl::produce<T>::Create'...'::catch$5()
           0           14  static  `winrt::impl::produce<T>::get_Current'...'::catch$8()
           0           14  static  `winrt::impl::produce<T>::get_Shape'...'::catch$3()
           0           14  static  `winrt::impl::produce<T>::get_TensorKind'...'::catch$0()
           0           14  static  `winrt::impl::produce<T>::RemoveAt'...'::catch$3()
           0           14  static  `winrt::impl::produce<T>::RemoveAtEnd'...'::catch$3()
       12623           13  public: virtual long __cdecl _winml::TensorBase<T>::GetValue(struct _winml::BindingContext &,struct _winml::IValue * *)
       12172           13  public: virtual long __cdecl _winml::TensorBase<T>::UpdateSourceResourceData(struct _winml::BindingContext &,struct _winml::IValue *)
       11961           13  public: long __cdecl _winml::TensorBase<T>::CreateTensorValueFromExternalBuffer<T>(struct _winml::IEngine *,struct _winml::IValue * *)
        8821           13  public: long __cdecl _winml::TensorBase<T>::GPUTensorize(struct _winml::BindingContext &,struct _winml::IValue * *)
        8225           13  public: static long __cdecl _winml::TensorBase<T>::CreateFromD3D12Resource(struct ID3D12Resource *,__int64 *,int,struct IUnknown * *)
        6786           13  public: long __cdecl _winml::TensorBase<T>::CreateGPUMLValue(struct ID3D12Resource *,struct _winml::BindingContext &,struct _winml::IValue * *)
        5811           13  public: __cdecl _winml::TensorBase<T>::TensorBase<T>(class std::vector<T> const &)
        5642           13  struct winrt::Windows::Foundation::IMemoryBufferReference winrt::make<T>(class std::vector<T> & const, class std::shared_ptr<T> & const)
        5499           13  struct winrt::Microsoft::AI::MachineLearning::ILearningModelFeatureValue __cdecl _winml::CreateTensorValueFromInspectable<T>(enum _winml::BindingType,struct winrt::Windows::Foundation::IInspectable const &,struct winrt::Microsoft::AI::MachineLearning::ITensorFeatureDescriptor const &)
        5207           13  public: struct winrt::Windows::Foundation::Collections::IVectorView<T> __cdecl _winml::TensorBase<T>::GetAsVectorView<T>(void)
        5057           13  public: struct winrt::Windows::Foundation::IMemoryBufferReference __cdecl _winml::TensorBase<T>::CreateReference(void)
        4056           13  public: unsigned int __cdecl _winml::TensorMemoryBufferReference<T>::Capacity(void)const
        2834           13  private: class std::shared_ptr<T> & __cdecl _winml::TensorBase<T>::GetCpuResource(void)
        2834           13  private: struct winrt::com_ptr<T> & __cdecl _winml::TensorBase<T>::GetGpuResource(void)
        2639           13  public: virtual long __cdecl _winml::TensorBase<T>::IsPlaceholder(bool *)
        2522           13  public: virtual long __cdecl _winml::TensorBase<T>::AbiRepresentation(struct winrt::Windows::Foundation::IInspectable &)
        2016           13  public: virtual long __cdecl _winml::TensorResources<T>::GetBuffer(class std::vector<T>,unsigned char * *,unsigned int *)
        1629           13  public: virtual long __cdecl _winml::TensorBase<T>::GetD3D12Resource(struct ID3D12Resource * *)
        1521           13  public: virtual int __cdecl winrt::impl::produce<T>::CreateFromIterable(void *,void *,void * *)
        1355           13  void std::_Construct_in_place<T>(class _winml::Tensor<T> & const, class std::vector<T> & const)
        1118           13  public: virtual int __cdecl winrt::impl::produce<T>::Create2(void *,void * *)
        1066           13  public: virtual int __cdecl winrt::impl::produce<T>::CreateReference(void * *)
        1066           13  public: virtual int __cdecl winrt::impl::produce<T>::GetAsVectorView(void * *)
        1020           13  public: virtual int __cdecl winrt::impl::produce<T>::HasKey(void *,bool *)
         988           13  public: virtual int __cdecl winrt::impl::produce<T>::Create(void * *)
         640           13  class std::shared_ptr<T> std::make_shared<T>(class std::vector<T> & const)
         584           13  _winml::SequenceBase<T>::`vftable'
         409           13  private: struct winrt::impl::IWeakReferenceSource * __cdecl winrt::impl::root_implements<T>::make_weak_ref(void)
         299           13  public: struct winrt::Windows::Foundation::Collections::IVectorView<T> __cdecl _winml::TensorBase<T>::Shape(void)
         242           13  public: virtual void * __cdecl _winml::TensorMemoryBufferReference<T>::`scalar deleting destructor'
         221           13  public: virtual __cdecl _winml::TensorBase<T>::~TensorBase<T>(void)
         219           13  public: static class std::vector<T> __cdecl _winml::TensorBase<T>::GetAdjustedShape(class std::vector<T>,unsigned __int64)
         210           13  static  `_winml::TensorBase<T>::GetD3D12Resource'...'::catch$3()
         204           13  public: virtual long __cdecl _winml::TensorMemoryBufferReference<T>::GetBuffer(unsigned char * *,unsigned int *)
         163           13  public: virtual long __cdecl _winml::TensorBase<T>::GetBuffer(unsigned char * *,unsigned int *)
         159           13  public: static __int64 __cdecl _winml::TensorBase<T>::ShapeSize(class std::vector<T>)
         143           13  public: static bool __cdecl _winml::TensorBase<T>::HasFreeDimensions(class std::vector<T> const &)
         141           13  private: virtual void __cdecl std::_Ref_count<T>::_Destroy(void)
         140           13  public: struct winrt::event_token __cdecl _winml::TensorMemoryBufferReference<T>::Closed(struct winrt::Windows::Foundation::TypedEventHandler<T> const &)
         139           13  public: __cdecl std::_Temporary_owner<T>::~_Temporary_owner<T>(void)
         131           13  void __cdecl std::_Destroy_in_place<T>(class _winml::Tensor<T> &)
         125           13  void __cdecl std::_Construct_in_place<T>(struct _winml::TensorResources<T> &)
         110           13  struct winrt::impl::abi<T>::type * __cdecl winrt::impl::find_iid<T>(class _winml::TensorMemoryBufferReference<T> const *,struct winrt::guid const &)
         107           13  void __cdecl std::_Destroy_in_place<T>(struct _winml::TensorResources<T> &)
         105           13  static  `_winml::TensorMemoryBufferReference<T>::GetBuffer'...'::catch$3()
          99           13  public: void __cdecl _winml::TensorBase<T>::Close(void)
          84           13  static  `_winml::error_strings::ToString'...'::dtor$0()
          70           13  public: virtual int __cdecl winrt::impl::produce<T>::add_Closed(void *,struct winrt::event_token *)
          60           13  public: enum winrt::Microsoft::AI::MachineLearning::TensorKind __cdecl _winml::TensorBase<T>::TensorKind(void)
          58           13  static  `std::_Construct_in_place<T>'...'::dtor$2()
          52           13  _winml::TensorKindFrom<T>::Type
          52           13  public: virtual void * __cdecl _winml::TensorBase<T>::`scalar deleting destructor'
          48           13  static  `_winml::TensorBase<T>::GetAsVectorView<T>'...'::dtor$0()
          42           13  public: virtual int __cdecl winrt::impl::produce<T>::remove_Closed(struct winrt::event_token)
          41           13  static  `_winml::TensorBase<T>::Create'...'::dtor$0()
          41           13  static  `_winml::TensorBase<T>::CreateFromArrayInternal'...'::dtor$3()
          41           13  static  `_winml::TensorBase<T>::CreateReference'...'::dtor$0()
          41           13  static  `_winml::TensorBase<T>::Shape'...'::dtor$4()
          39           13  static  `_winml::TensorBase<T>::CreateFromArray'...'::catch$11()
          39           13  static  `_winml::TensorBase<T>::CreateReference'...'::catch$13()
          39           13  static  `_winml::TensorBase<T>::Shape'...'::catch$9()
          39           13  static  `_winml::TensorMemoryBufferReference<T>::Capacity'...'::catch$2()
          39           13  static  `_winml::TensorMemoryBufferReference<T>::Closed'...'::catch$0()
          38           13  static  `_winml::TensorBase<T>::CreateReference'...'::dtor$8()
          36           13  static  `_winml::TensorBase<T>::CreateFromArrayInternal'...'::dtor$0()
          33           13  public: virtual void * __cdecl std::_Ref_count<T>::`scalar deleting destructor'
          29           13  static  `std::make_shared<T>'...'::dtor$0()
          24           13  static  `_winml::TensorBase<T>::CreateFromIterable'...'::dtor$0()
          24           13  static  `std::_Construct_in_place<T>'...'::dtor$0()
          18           13  public: void __cdecl _winml::TensorMemoryBufferReference<T>::Closed(struct winrt::event_token const &)
          17           13  class _winml::TensorMemoryBufferReference<T> * __cdecl winrt::get_self<T>(struct winrt::Windows::Foundation::IMemoryBufferReference const &)
          16           13  static  `winrt::make<T>'...'::dtor$10()
          12           13  static  `_winml::CreateTensorValueFromInspectable<T>'...'::dtor$2()
          12           13  static  `_winml::TensorBase<T>::Create'...'::dtor$2()
          12           13  static  `_winml::TensorBase<T>::CreateFromArray'...'::dtor$1()
          12           13  static  `_winml::TensorBase<T>::CreateFromArray'...'::dtor$3()
          12           13  static  `_winml::TensorBase<T>::CreateFromD3D12Resource'...'::dtor$0()
          12           13  static  `_winml::TensorBase<T>::CreateFromIterable'...'::dtor$1()
          12           13  static  `_winml::TensorBase<T>::CreateFromIterable'...'::dtor$8()
          12           13  static  `_winml::TensorBase<T>::CreateFromShapeArrayAndDataArray'...'::dtor$0()
          12           13  static  `_winml::TensorBase<T>::CreateGPUMLValue'...'::dtor$0()
          12           13  static  `_winml::TensorBase<T>::CreateGPUMLValue'...'::dtor$2()
          12           13  static  `_winml::TensorBase<T>::CreateReference'...'::dtor$2()
          12           13  static  `_winml::TensorBase<T>::CreateReference'...'::dtor$7()
          12           13  static  `_winml::TensorBase<T>::GetAdjustedShape'...'::dtor$0()
          12           13  static  `_winml::TensorBase<T>::GetAsVectorView<T>'...'::dtor$1()
          12           13  static  `_winml::TensorBase<T>::GetCpuResource'...'::dtor$0()
          12           13  static  `_winml::TensorBase<T>::GPUTensorize'...'::dtor$0()
          12           13  static  `_winml::TensorBase<T>::GPUTensorize'...'::dtor$1()
          12           13  static  `_winml::TensorBase<T>::ShapeSize'...'::dtor$0()
          12           13  static  `_winml::TensorResources<T>::GetBuffer'...'::dtor$0()
           9           13  [thunk]:_winml::TensorBase<T>::`vector deleting destructor'
           9           13  [thunk]:_winml::TensorMemoryBufferReference<T>::`vector deleting destructor'
           0           13  class _winml::TensorMemoryBufferReference<T> * __cdecl winrt::get_abi<T>(struct winrt::com_ptr<T> const &)
           0           13  private: virtual void __cdecl std::_Ref_count<T>::_Delete_this(void)
           0           13  public: __cdecl winrt::weak_ref<T>::~weak_ref<T>(void)
           0           13  public: enum winrt::Microsoft::AI::MachineLearning::LearningModelFeatureKind __cdecl _winml::TensorBase<T>::Kind(void)
           0           13  static  `_winml::CreateTensorValueFromInspectable<T>'...'::dtor$0()
           0           13  static  `_winml::CreateTensorValueFromInspectable<T>'...'::dtor$1()
           0           13  static  `_winml::CreateTensorValueFromInspectable<T>'...'::dtor$6()
           0           13  static  `_winml::CreateTensorValueFromInspectable<T>'...'::dtor$7()
           0           13  static  `_winml::CreateTensorValueFromInspectable<T>'...'::dtor$8()
           0           13  static  `_winml::TensorBase<T>::Create'...'::catch$1()
           0           13  static  `_winml::TensorBase<T>::Create'...'::catch$6()
           0           13  static  `_winml::TensorBase<T>::Create'...'::dtor$1()
           0           13  static  `_winml::TensorBase<T>::CreateFromArray'...'::dtor$0()
           0           13  static  `_winml::TensorBase<T>::CreateFromArrayInternal'...'::dtor$4()
           0           13  static  `_winml::TensorBase<T>::CreateFromIterable'...'::dtor$14()
           0           13  static  `_winml::TensorBase<T>::CreateFromIterable'...'::dtor$3()
           0           13  static  `_winml::TensorBase<T>::CreateFromIterable'...'::dtor$4()
           0           13  static  `_winml::TensorBase<T>::CreateFromIterable'...'::dtor$7()
           0           13  static  `_winml::TensorBase<T>::CreateFromShapeArrayAndDataArray'...'::catch$5()
           0           13  static  `_winml::TensorBase<T>::CreateGPUMLValue'...'::dtor$1()
           0           13  static  `_winml::TensorBase<T>::CreateGPUMLValue'...'::dtor$3()
           0           13  static  `_winml::TensorBase<T>::CreateReference'...'::dtor$1()
           0           13  static  `_winml::TensorBase<T>::CreateReference'...'::dtor$4()
           0           13  static  `_winml::TensorBase<T>::CreateTensorValueFromExternalBuffer<T>'...'::dtor$0()
           0           13  static  `_winml::TensorBase<T>::GetGpuResource'...'::dtor$0()
           0           13  static  `_winml::TensorBase<T>::GPUTensorize'...'::dtor$2()
           0           13  static  `_winml::TensorBase<T>::GPUTensorize'...'::dtor$3()
           0           13  static  `_winml::TensorBase<T>::GPUTensorize'...'::dtor$4()
           0           13  static  `_winml::TensorBase<T>::Shape'...'::dtor$0()
           0           13  static  `_winml::TensorBase<T>::Shape'...'::dtor$1()
           0           13  static  `_winml::TensorBase<T>::TensorBase<T>'...'::dtor$9()
           0           13  static  `winrt::impl::produce<T>::add_Closed'...'::catch$0()
           0           13  static  `winrt::impl::produce<T>::Create2'...'::catch$5()
           0           13  static  `winrt::impl::produce<T>::CreateFromArray'...'::catch$8()
           0           13  static  `winrt::impl::produce<T>::CreateFromIterable'...'::catch$8()
           0           13  static  `winrt::impl::produce<T>::CreateFromShapeArrayAndDataArray'...'::catch$5()
           0           13  static  `winrt::impl::produce<T>::CreateReference'...'::catch$3()
           0           13  static  `winrt::impl::produce<T>::get_Capacity'...'::catch$0()
           0           13  static  `winrt::impl::produce<T>::GetAsVectorView'...'::catch$3()
           0           13  struct ITensorNative * __cdecl winrt::to_abi<T>(struct winrt::impl::producer<T> const *)
           0           13  struct ITensorStaticsNative * __cdecl winrt::to_abi<T>(struct winrt::impl::producer<T> const *)
           0           13  struct Windows::Foundation::IMemoryBufferByteAccess * __cdecl winrt::to_abi<T>(struct winrt::impl::producer<T> const *)
           0           13  struct winrt::impl::abi<T>::type * __cdecl winrt::impl::find_inspectable<T>(class _winml::TensorMemoryBufferReference<T> const *)
           0           13  struct winrt::weak_ref<T> * std::_Uninitialized_move<T>(struct winrt::weak_ref<T> *, struct winrt::weak_ref<T> *, struct winrt::weak_ref<T> *, class std::allocator<T> & const)
           0           13  struct winrt::weak_ref<T> * std::vector<T>::_Emplace_reallocate<T>(struct winrt::weak_ref<T> *, const struct winrt::weak_ref<T> & const)
           0           13  void __cdecl std::_Destroy_range<T>(struct winrt::weak_ref<T> *,struct winrt::weak_ref<T> * const,class std::allocator<T> &)
           0           13  void __cdecl winrt::attach_abi<T>(struct winrt::com_ptr<T> &,class _winml::TensorMemoryBufferReference<T> *)
        1284           12  public: virtual int __cdecl winrt::impl::produce<T>::CreateFromBuffer(unsigned int,__int64 *,void *,void * *)
         348           12  void std::_Construct_in_place<T>(class _winml::Tensor<T> & const, class std::vector<T> & const, const struct winrt::Windows::Storage::Streams::IBuffer & const)
         108           12  static  `_winml::TensorResources<T>::GetBuffer'...'::catch$6()
         105           12  static  `_winml::TensorBase<T>::CreateFromD3D12Resource'...'::catch$12()
          47           12  void * * __cdecl IID_PPV_ARGS_Helper<T>(class Microsoft::WRL::Details::ComPtrRef<T>)
          45           12  static  `_winml::TensorBase<T>::CreateFromIterable'...'::catch$28()
          44           12  static  `winrt::impl::produce<T>::CreateFromBuffer'...'::catch$5()
          32           12  static  `_winml::TensorBase<T>::CreateFromBuffer'...'::dtor$6()
          12           12  static  `_winml::TensorBase<T>::CreateFromBuffer'...'::dtor$0()
          12           12  static  `_winml::TensorBase<T>::CreateFromBuffer'...'::dtor$2()
          12           12  static  `_winml::TensorBase<T>::CreateFromBuffer'...'::dtor$3()
          12           12  static  `_winml::TensorBase<T>::CreateTensorValueFromExternalBuffer<T>'...'::dtor$2()
          12           12  static  `_winml::TensorBase<T>::CreateTensorValueFromExternalBuffer<T>'...'::dtor$4()
          12           12  static  `_winml::TensorBase<T>::GetAsVectorView<T>'...'::dtor$3()
          12           12  static  `_winml::TensorResources<T>::GetBuffer'...'::dtor$3()
          12           12  static  `std::_Construct_in_place<T>'...'::dtor$19()
          12           12  static  `std::_Construct_in_place<T>'...'::dtor$3()
          12           12  static  `std::_Construct_in_place<T>'...'::dtor$4()
          12           12  static  `std::_Construct_in_place<T>'...'::dtor$7()
           0           12  static  `_winml::TensorBase<T>::CreateFromBuffer'...'::catch$8()
           0           12  static  `_winml::TensorBase<T>::CreateFromBuffer'...'::dtor$1()
           0           12  static  `_winml::TensorBase<T>::CreateFromD3D12Resource'...'::dtor$2()
           0           12  static  `_winml::TensorBase<T>::CreateFromIterable'...'::dtor$16()
           0           12  static  `_winml::TensorBase<T>::CreateTensorValueFromExternalBuffer<T>'...'::dtor$6()
           0           12  static  `_winml::TensorBase<T>::CreateTensorValueFromExternalBuffer<T>'...'::dtor$8()
           0           12  static  `std::_Construct_in_place<T>'...'::dtor$9()
           0           12  static  `winrt::impl::produce<T>::Lookup'...'::catch$0()
         123           11  public: virtual int __cdecl winrt::impl::produce<T>::Split(void * *,void * *)
          91           11  static  `winrt::impl::produce<T>::get_Current'...'::catch$4()
          82           11  static  `_winml::TensorBase<T>::GetAsVectorView<T>'...'::dtor$6()
          48           11  static  `_winml::error_strings::ToString'...'::dtor$1()
          39           11  static  `_winml::TensorBase<T>::GetAsVectorView<T>'...'::catch$11()
          12           11  static  `_winml::Tensor<T>::set'...'::dtor$2()
           0           11  static  `_winml::Tensor<T>::set'...'::dtor$0()
        1870           10  struct winrt::Windows::Foundation::Collections::IIterator<T> winrt::make<T>(struct winrt::impl::input_map<T> * *)
        1746           10  struct winrt::impl::abi<T>::type * __cdecl winrt::impl::find_iid<T>(struct winrt::impl::input_map<T> const *,struct winrt::guid const &)
         633           10  public: virtual void * __cdecl winrt::impl::input_map<T>::`scalar deleting destructor'
         560           10  winrt::impl::input_map<T>::`vftable'
          44           10  static  `winrt::impl::produce<T>::RemoveAt'...'::catch$0()
          12           10  static  `_winml::SequenceBase<T>::GetElementDescriptor<T>'...'::dtor$2()
          12           10  static  `std::copy<T>'...'::dtor$0()
          12           10  static  `std::copy<T>'...'::dtor$1()
          12           10  static  `std::copy<T>'...'::dtor$14()
           0           10  static  `std::copy<T>'...'::dtor$15()
           0           10  static  `std::copy<T>'...'::dtor$2()
           0           10  static  `std::copy<T>'...'::dtor$3()
           0           10  static  `winrt::impl::produce<T>::Append'...'::catch$0()
           0           10  static  `winrt::impl::produce<T>::get_Current'...'::catch$0()
           0           10  static  `winrt::impl::produce<T>::RemoveAtEnd'...'::catch$0()
           0           10  struct winrt::impl::abi<T>::type * __cdecl winrt::impl::find_inspectable<T>(struct winrt::impl::input_map<T> const *)
         882            9  struct winrt::Windows::Foundation::Collections::IIterator<T> __cdecl winrt::impl::begin<T>(struct winrt::Windows::Foundation::Collections::IMapView<T> const &)
         744            9  Microsoft::WRL::RuntimeClass<T>::`vftable'
         585            9  struct winrt::impl::abi<T>::type * __cdecl winrt::impl::find_iid<T>(struct winrt::impl::key_value_pair<T> const *,struct winrt::guid const &)
         522            9  struct winrt::Windows::Foundation::Collections::IMap<T> __cdecl winrt::impl::try_as<T>(struct winrt::impl::abi<T>::type *)
         504            9  winrt::impl::key_value_pair<T>::`vftable'
         428            9  public: virtual void * __cdecl winrt::impl::key_value_pair<T>::`scalar deleting destructor'
          12            9  static  `winrt::make<T>'...'::dtor$4()
          11            9  struct winrt::Windows::Foundation::Collections::IKeyValuePair<T> __cdecl winrt::impl::empty_value<T>(void)
